TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1597175915451	34.254978	-72.502907	0.135131	0.695577	-0.000131	0.002284	0.718448	1.000000	0.000000	0.000000	3	0	4077.717773	15.656321	img__0_1597175915449940000.jpg
1597175915713	34.204990	-70.931183	0.135061	0.696272	-0.000444	0.002300	0.717774	1.000000	0.000000	0.000000	3	0	4101.264648	15.855807	img__0_1597175915711741300.jpg
1597175915964	34.157967	-69.338203	0.135135	0.697029	-0.000442	0.001944	0.717041	1.000000	0.000000	0.000000	3	0	4125.362793	16.105703	img__0_1597175915963585400.jpg
1597175916231	34.111660	-67.721359	0.135083	0.697201	-0.000753	0.001882	0.716873	1.000000	0.000000	0.000000	3	0	4153.910645	16.308479	img__0_1597175916229791600.jpg
1597175916496	34.067493	-66.083420	0.135139	0.697754	-0.000678	0.001682	0.716335	1.000000	0.000000	0.000000	3	0	4184.888184	16.544525	img__0_1597175916494984900.jpg
1597175916772	34.025467	-64.422569	0.135102	0.698458	-0.000838	0.001699	0.715649	1.000000	0.000000	0.000000	3	0	4217.618652	16.749449	img__0_1597175916771348800.jpg
1597175917035	33.984097	-62.740646	0.135139	0.698632	-0.000825	0.001533	0.715479	1.000000	-0.500000	0.000000	3	0	4252.312012	16.975233	img__0_1597175917034286900.jpg
1597175917291	33.954044	-61.036781	0.135118	0.701518	-0.000524	0.001929	0.712649	1.000000	0.000000	0.000000	3	0	4290.927246	17.177721	img__0_1597175917290421000.jpg
1597175917543	33.927158	-59.311951	0.135139	0.702774	-0.000421	0.001926	0.711411	1.000000	0.000000	0.000000	3	0	4326.539551	17.397346	img__0_1597175917542332000.jpg
1597175917810	33.910641	-57.565666	0.135132	0.704993	-0.000121	0.002246	0.709211	1.000000	0.000000	0.000000	3	0	4367.840820	17.599400	img__0_1597175917809858200.jpg
1597175918046	33.902740	-55.798630	0.135139	0.707017	-0.000025	0.002305	0.707193	1.000000	0.000000	0.000000	3	0	4404.758301	17.813253	img__0_1597175918045456700.jpg
1597175918294	33.899715	-54.010342	0.135135	0.707555	-0.000105	0.002244	0.706654	1.000000	0.000000	0.000000	3	0	4442.493652	18.022177	img__0_1597175918293642900.jpg
1597175918528	33.900097	-52.201130	0.135140	0.707664	-0.000270	0.002058	0.706546	1.000000	0.000000	0.000000	3	0	4480.747559	18.232174	img__0_1597175918527067100.jpg
1597175918779	33.902069	-50.370995	0.135141	0.707665	-0.000498	0.001832	0.706546	1.000000	0.000000	0.000000	3	0	4519.526855	18.439846	img__0_1597175918777870500.jpg
1597175919016	33.904690	-48.520111	0.135143	0.707648	-0.000705	0.001615	0.706563	1.000000	0.000000	0.000000	3	0	4558.662598	18.647156	img__0_1597175919015825700.jpg
1597175919259	33.907539	-46.648540	0.135145	0.707633	-0.000869	0.001447	0.706578	1.000000	0.000000	0.000000	3	0	4598.104004	18.853180	img__0_1597175919258248300.jpg
1597175919493	33.910439	-44.756386	0.135147	0.707621	-0.000979	0.001330	0.706590	1.000000	0.000000	0.000000	3	0	4637.755859	19.058437	img__0_1597175919492155800.jpg
1597175919742	33.913326	-42.843742	0.135148	0.707612	-0.001048	0.001255	0.706599	1.000000	0.000000	0.000000	3	0	4677.562012	19.262768	img__0_1597175919740973400.jpg
1597175919988	33.916180	-40.910694	0.135150	0.707604	-0.001088	0.001209	0.706607	1.000000	0.000000	0.000000	3	0	4717.464844	19.466288	img__0_1597175919987424100.jpg
1597175920228	33.918999	-38.957317	0.135151	0.707596	-0.001108	0.001183	0.706616	1.000000	0.000000	0.000000	3	0	4757.422852	19.669001	img__0_1597175920227418300.jpg
1597175920467	33.928463	-36.984013	0.135157	0.709466	-0.000769	0.001486	0.704738	1.000000	0.000000	0.000000	3	0	4801.323242	19.865103	img__0_1597175920466210100.jpg
1597175920719	33.945389	-34.990864	0.135153	0.711556	-0.000547	0.001717	0.702627	1.000000	0.000000	0.000000	3	0	4840.749512	20.066422	img__0_1597175920718568400.jpg
1597175920979	33.967632	-32.977661	0.135152	0.712219	-0.000410	0.001850	0.701955	1.000000	0.000000	0.000000	3	0	4880.150391	20.267159	img__0_1597175920978009300.jpg
1597175921213	33.994251	-30.947445	0.135241	0.712393	-0.000184	0.001634	0.701779	0.000000	0.000000	0.000000	0	0	4896.949219	20.313772	img__0_1597175921212228300.jpg
1597175921473	34.023155	-28.917885	0.135355	0.712449	-0.000003	0.001238	0.701723	0.000000	0.000000	0.000000	4	0	4286.681641	20.282629	img__0_1597175921471787800.jpg
1597175921728	34.053280	-26.881952	0.135314	0.712461	-0.000256	0.001197	0.701711	-1.000000	0.000000	0.000000	-1	0	3245.861816	20.490517	img__0_1597175921727196100.jpg
1597175921985	34.083691	-24.860073	0.135763	0.712457	0.000731	-0.000090	0.701715	-1.000000	0.000000	0.000000	-1	0	2854.890137	19.736778	img__0_1597175921983911300.jpg
1597175922221	34.113182	-22.914164	0.136219	0.712475	0.001769	-0.001366	0.701694	-1.000000	0.000000	0.000000	-1	0	2862.597656	18.976355	img__0_1597175922219768000.jpg
1597175922474	34.141697	-21.043613	0.136521	0.712503	0.002452	-0.002209	0.701662	-1.000000	0.000000	0.000000	-1	0	2868.090820	18.212402	img__0_1597175922471375600.jpg
1597175922732	34.169205	-19.249115	0.136732	0.712533	0.002936	-0.002792	0.701627	-1.000000	0.000000	0.000000	-1	0	2870.541748	17.444868	img__0_1597175922729898700.jpg
1597175922978	34.195683	-17.531191	0.136879	0.712562	0.003280	-0.003193	0.701594	-1.000000	0.000000	0.000000	-1	0	2869.928955	16.672956	img__0_1597175922977594700.jpg
1597175923214	34.221111	-15.890376	0.136984	0.712591	0.003528	-0.003474	0.701562	-1.000000	0.000000	0.000000	-1	0	2866.068848	15.896632	img__0_1597175923213395200.jpg
1597175923470	34.250118	-14.327294	0.137058	0.713922	0.003952	-0.003437	0.700206	-1.000000	-0.500000	0.000000	-1	0	2862.324463	15.115121	img__0_1597175923468817800.jpg
1597175923728	34.305199	-12.843315	0.137108	0.721450	0.005240	-0.002491	0.692442	-1.000000	-0.500000	0.000000	-1	0	2865.870605	14.326042	img__0_1597175923726967200.jpg
1597175923983	34.405163	-11.441133	0.137136	0.735224	0.007215	-0.000925	0.677785	-1.000000	-0.500000	0.000000	-1	0	2867.909912	13.528502	img__0_1597175923981473200.jpg
1597175924216	34.558086	-10.110161	0.137005	0.752533	0.008966	0.000985	0.658493	-1.000000	-0.500000	0.000000	-1	0	2998.073730	12.964534	img__0_1597175924215126300.jpg
1597175924457	34.766235	-8.847935	0.136978	0.768005	0.010731	0.002329	0.640349	-1.000000	-0.500000	0.000000	-1	0	3173.561768	12.479507	img__0_1597175924456299400.jpg
1597175924700	35.029026	-7.649194	0.136805	0.783974	0.011645	0.003567	0.620674	-1.000000	-0.500000	0.000000	-1	0	3241.189697	11.808486	img__0_1597175924699308800.jpg
1597175924944	35.333004	-6.530864	0.136812	0.797021	0.012287	0.003719	0.603816	0.000000	-0.500000	0.000000	0	0	3341.984375	11.296635	img__0_1597175924942669600.jpg
1597175925169	35.693455	-5.457363	0.136507	0.812139	0.012229	0.004610	0.583318	0.000000	-0.500000	0.000000	0	0	3227.694580	11.328779	img__0_1597175925168356800.jpg
1597175925411	36.116016	-4.408731	0.136115	0.829760	0.011901	0.005631	0.557965	0.000000	-0.500000	0.000000	0	0	3117.312012	11.220404	img__0_1597175925409912500.jpg
1597175925640	36.596828	-3.395205	0.136093	0.846386	0.012344	0.005491	0.532399	0.000000	-0.500000	0.000000	0	0	3010.704346	11.247574	img__0_1597175925639656500.jpg
1597175925872	37.139950	-2.414468	0.135790	0.863101	0.012306	0.006242	0.504843	0.000000	-0.500000	0.000000	0	0	2907.742920	11.128524	img__0_1597175925870717600.jpg
1597175926075	37.738350	-1.477061	0.135898	0.878225	0.012944	0.005651	0.478039	0.000000	-0.500000	0.000000	0	0	2808.302246	11.159040	img__0_1597175926074538900.jpg
1597175926303	38.395409	-0.580205	0.135652	0.893258	0.012952	0.006132	0.449315	0.000000	-0.500000	0.000000	0	0	2712.262207	11.037966	img__0_1597175926302447000.jpg
1597175926518	39.101982	0.266572	0.135812	0.906708	0.013491	0.005261	0.421510	0.000000	-0.500000	0.000000	0	0	2619.506836	11.070126	img__0_1597175926517482900.jpg
1597175926728	39.861656	1.065874	0.135591	0.919950	0.013445	0.005587	0.391765	0.000000	-0.500000	0.000000	0	0	2529.923340	10.947878	img__0_1597175926727289800.jpg
1597175926936	40.663879	1.809380	0.135775	0.931645	0.013864	0.004559	0.363075	0.000000	-0.500000	0.000000	0	0	2443.403564	10.982025	img__0_1597175926934931500.jpg
1597175927153	41.506817	2.495884	0.135764	0.942876	0.013942	0.004137	0.332827	0.000000	-0.500000	0.000000	1	0	2154.051025	10.668420	img__0_1597175927151737400.jpg
1597175927367	42.363911	3.107988	0.135953	0.952641	0.014160	0.003019	0.303753	0.000000	-0.500000	0.000000	1	0	1929.259155	10.318976	img__0_1597175927365925500.jpg
1597175927572	43.229607	3.643774	0.136058	0.961836	0.014215	0.002173	0.273249	0.000000	-0.500000	0.000000	1	0	1752.571167	9.951049	img__0_1597175927571774400.jpg
1597175927796	44.096294	4.103408	0.136167	0.969798	0.014183	0.001307	0.243491	0.000000	-0.500000	0.000000	1	0	1612.907715	9.573356	img__0_1597175927794966900.jpg
1597175927993	44.957523	4.488096	0.136222	0.977094	0.013963	0.000608	0.212350	0.000000	-0.500000	0.000000	1	0	1502.479004	9.185044	img__0_1597175927992881500.jpg
1597175928218	45.806553	4.800615	0.136289	0.983145	0.013645	-0.000126	0.182320	1.000000	-0.500000	0.000000	1	0	1681.806030	8.809205	img__0_1597175928217531100.jpg
1597175928434	46.640789	5.044160	0.136273	0.988525	0.013200	-0.000564	0.150476	1.000000	-0.500000	0.000000	1	0	2221.322998	8.490438	img__0_1597175928432821900.jpg
1597175928645	47.462627	5.223681	0.136223	0.992745	0.012769	-0.000849	0.119558	1.000000	-0.500000	0.000000	1	0	2747.288330	8.282508	img__0_1597175928643628400.jpg
1597175928850	48.278099	5.343428	0.136092	0.996223	0.012296	-0.000832	0.085954	1.000000	-0.500000	0.000000	1	0	3221.317871	8.156513	img__0_1597175928848914000.jpg
1597175929059	49.087574	5.408603	0.136025	0.998382	0.011841	-0.000997	0.055603	1.000000	-0.500000	0.000000	1	0	3680.462158	8.047370	img__0_1597175929058265900.jpg
1597175929273	49.889896	5.420293	0.135924	0.999690	0.011383	-0.001026	0.022129	1.000000	-0.500000	0.000000	1	0	4114.314453	7.970721	img__0_1597175929272452600.jpg
1597175929491	50.686382	5.396679	0.135871	0.999949	0.009932	-0.001034	-0.001365	1.000000	0.000000	0.000000	1	0	4525.022949	7.958769	img__0_1597175929490027000.jpg
1597175929680	51.482502	5.386865	0.135755	0.999957	0.006275	-0.000636	-0.006772	1.000000	0.000000	0.000000	1	0	4912.686523	7.957776	img__0_1597175929678732300.jpg
1597175929879	52.278835	5.376943	0.135699	0.999979	0.003759	-0.000424	-0.005197	1.000000	0.000000	0.000000	0	0	4928.578613	7.948209	img__0_1597175929877965900.jpg
1597175930095	53.073532	5.366338	0.135660	0.999973	0.002088	-0.000262	-0.007030	1.000000	0.000000	0.000000	2	0	4428.752930	7.946320	img__0_1597175930093619500.jpg
1597175930304	53.875633	5.355879	0.135476	0.999980	0.001144	0.000413	-0.006222	1.000000	0.000000	0.000000	2	0	4492.133301	8.235183	img__0_1597175930303307700.jpg
1597175930520	54.712265	5.344375	0.135275	0.999973	0.000613	0.001149	-0.007208	1.000000	0.000000	0.000000	2	0	4462.678711	8.604296	img__0_1597175930519390900.jpg
1597175930723	55.584976	5.329863	0.135143	0.999971	0.000560	0.001624	-0.007387	1.000000	-0.500000	0.000000	2	0	4450.269043	8.947556	img__0_1597175930721792400.jpg
1597175930920	56.491283	5.303623	0.135063	0.999918	0.000817	0.001908	-0.012600	1.000000	0.000000	0.000000	2	0	4445.541016	9.292853	img__0_1597175930918844000.jpg
1597175931120	57.431938	5.280352	0.135012	0.999924	0.000608	0.002098	-0.012175	1.000000	0.000000	0.000000	2	0	4446.479492	9.632524	img__0_1597175931118864300.jpg
1597175931311	58.406075	5.255781	0.134984	0.999913	0.000408	0.002207	-0.012984	1.000000	-0.500000	0.000000	2	0	4457.261719	9.960632	img__0_1597175931310362200.jpg
1597175931519	59.411072	5.211357	0.134983	0.999804	0.001466	0.002172	-0.019620	1.000000	0.000000	0.000000	2	0	4483.051758	10.267236	img__0_1597175931518824900.jpg
1597175931714	60.446884	5.158203	0.134969	0.999667	0.001581	0.002214	-0.025649	1.000000	0.000000	0.000000	2	0	4509.290039	10.580376	img__0_1597175931713152500.jpg
1597175931910	61.513927	5.104189	0.134970	0.999669	0.001290	0.002221	-0.025613	1.000000	0.000000	0.000000	2	0	4538.952148	10.890050	img__0_1597175931909504400.jpg
1597175932103	62.611618	5.047334	0.134971	0.999651	0.000935	0.002230	-0.026324	1.000000	0.000000	0.000000	2	0	4574.359863	11.193412	img__0_1597175932101738700.jpg
1597175932306	63.739384	4.988720	0.134978	0.999667	0.000643	0.002217	-0.025696	1.000000	0.000000	0.000000	2	0	4614.702637	11.491337	img__0_1597175932305343400.jpg
1597175932497	64.896713	4.928359	0.134984	0.999652	0.000408	0.002202	-0.026270	1.000000	0.000000	0.000000	2	0	4659.413086	11.784177	img__0_1597175932495608600.jpg
1597175932685	66.083130	4.866641	0.134992	0.999667	0.000272	0.002180	-0.025701	1.000000	0.000000	0.000000	2	0	4707.878906	12.072436	img__0_1597175932683723200.jpg
1597175932890	67.298195	4.803340	0.134999	0.999654	0.000174	0.002158	-0.026216	1.000000	0.000000	0.000000	2	0	4759.605469	12.356555	img__0_1597175932888315500.jpg
1597175933091	68.541512	4.738750	0.135006	0.999667	0.000133	0.002133	-0.025709	1.000000	0.000000	0.000000	2	0	4814.126953	12.636919	img__0_1597175933089828500.jpg
1597175933291	69.812706	4.672637	0.135013	0.999655	0.000098	0.002111	-0.026163	1.000000	0.000000	0.000000	2	0	4871.044434	12.913820	img__0_1597175933290347000.jpg
1597175933491	71.111473	4.605234	0.135019	0.999667	0.000092	0.002090	-0.025715	1.000000	0.000000	0.000000	0	0	4964.242188	13.039680	img__0_1597175933490195800.jpg
1597175933695	72.413368	4.537617	0.135316	0.999658	0.000050	0.001036	-0.026137	1.000000	0.000000	0.000000	0	0	4794.472656	13.079518	img__0_1597175933693508100.jpg
1597175933888	73.719040	4.469980	0.135225	0.999668	0.000062	0.001345	-0.025737	1.000000	0.000000	0.000000	3	0	4330.709473	13.220686	img__0_1597175933887281800.jpg
1597175934074	75.049767	4.400967	0.135181	0.999658	0.000061	0.001511	-0.026103	1.000000	0.000000	0.000000	3	0	4252.526855	13.523130	img__0_1597175934073362500.jpg
1597175934278	76.410263	4.330478	0.135112	0.999668	0.000077	0.001755	-0.025708	1.000000	0.000000	0.000000	3	0	4191.966309	13.811695	img__0_1597175934277312000.jpg
1597175934474	77.799072	4.258486	0.135082	0.999659	0.000073	0.001866	-0.026030	1.000000	0.000000	0.000000	3	0	4146.363281	14.090137	img__0_1597175934472649600.jpg
1597175934668	79.215286	4.185176	0.135066	0.999668	0.000079	0.001922	-0.025705	1.000000	0.000000	0.000000	3	0	4114.179199	14.359022	img__0_1597175934667361000.jpg
1597175934867	80.658012	4.110469	0.135061	0.999661	0.000073	0.001939	-0.025973	1.000000	0.000000	0.000000	3	0	4093.703613	14.619460	img__0_1597175934866408500.jpg
1597175935076	82.126480	4.034526	0.135063	0.999668	0.000077	0.001933	-0.025707	1.000000	0.000000	0.000000	3	0	4083.354004	14.872521	img__0_1597175935074790800.jpg
1597175935260	83.619957	3.957275	0.135068	0.999662	0.000071	0.001915	-0.025920	1.000000	0.000000	0.000000	3	0	4081.675293	15.119080	img__0_1597175935259621400.jpg
1597175935477	85.137886	3.878852	0.135076	0.999668	0.000074	0.001889	-0.025708	1.000000	0.000000	0.000000	3	0	4087.357666	15.360044	img__0_1597175935466301300.jpg
1597175935657	86.679695	3.799189	0.135083	0.999664	0.000070	0.001862	-0.025870	1.000000	0.000000	0.000000	3	0	4099.250488	15.596114	img__0_1597175935655709700.jpg
1597175935855	88.244942	3.718389	0.135091	0.999668	0.000072	0.001834	-0.025707	1.000000	0.000000	0.000000	3	0	4116.347168	15.827998	img__0_1597175935853801800.jpg
1597175936052	89.833214	3.636406	0.135098	0.999665	0.000069	0.001808	-0.025823	1.000000	0.000000	0.000000	3	0	4137.786621	16.056202	img__0_1597175936051028700.jpg
1597175936248	91.444176	3.553320	0.135105	0.999668	0.000070	0.001784	-0.025703	1.000000	0.000000	0.000000	3	0	4162.830566	16.281254	img__0_1597175936246854100.jpg
1597175936424	93.077568	3.475913	0.135118	0.999732	-0.000412	0.001751	-0.023062	1.000000	0.000000	0.000000	3	0	4195.005859	16.497355	img__0_1597175936423695600.jpg
1597175936623	94.733086	3.403613	0.135121	0.999792	-0.000660	0.001749	-0.020325	1.000000	0.500000	0.000000	3	0	4225.943359	16.716011	img__0_1597175936621672000.jpg
1597175936805	96.410385	3.349912	0.135138	0.999905	-0.001768	0.001701	-0.013540	1.000000	0.500000	0.000000	3	0	4271.703613	16.907835	img__0_1597175936803903700.jpg
1597175936997	98.108200	3.331919	0.135148	0.999993	-0.003378	0.001662	-0.000163	1.000000	0.500000	0.000000	3	0	4305.403809	17.121872	img__0_1597175936996759000.jpg
1597175937188	99.826698	3.342461	0.135157	0.999933	-0.004728	0.001581	0.010441	1.000000	0.500000	0.000000	3	0	4353.220215	17.306612	img__0_1597175937187110000.jpg
1597175937369	101.560234	3.416953	0.135190	0.999468	-0.007406	0.001272	0.031747	1.000000	0.500000	0.000000	3	0	4415.703125	17.450644	img__0_1597175937368463600.jpg
1597175937575	103.301796	3.576826	0.135210	0.997938	-0.010825	0.000762	0.063258	1.000000	0.500000	0.000000	3	0	4476.109863	17.580170	img__0_1597175937574313800.jpg
1597175937758	105.043983	3.834814	0.135228	0.995004	-0.014311	-0.000015	0.098799	1.000000	0.000000	0.000000	3	0	4531.888672	17.702393	img__0_1597175937757011100.jpg
1597175937963	106.786758	4.180937	0.135227	0.991838	-0.016115	-0.000514	0.126478	1.000000	0.000000	0.000000	3	0	4558.381836	17.887278	img__0_1597175937961324800.jpg
1597175938156	108.535057	4.593174	0.135218	0.990306	-0.016004	-0.000644	0.137974	0.000000	0.500000	0.000000	3	0	4206.000000	18.076551	img__0_1597175938155426300.jpg
1597175938334	110.279625	5.080322	0.135260	0.988444	-0.015743	-0.000994	0.150761	0.000000	0.500000	0.000000	0	0	3529.470703	18.169184	img__0_1597175938333529400.jpg
1597175938537	111.999725	5.649336	0.135402	0.984410	-0.016021	-0.001992	0.175145	0.000000	0.500000	0.000000	0	0	3408.767578	18.069563	img__0_1597175938536289800.jpg
1597175938724	113.679337	6.303418	0.135514	0.978170	-0.016787	-0.003090	0.207105	0.000000	0.000000	0.000000	2	0	3008.782715	17.963556	img__0_1597175938723328700.jpg
1597175938910	115.315971	7.027861	0.135639	0.972268	-0.016978	-0.004074	0.233217	0.000000	0.500000	0.000000	2	0	2600.184570	17.769279	img__0_1597175938908981100.jpg
1597175939107	116.887047	7.837178	0.135765	0.964748	-0.018099	-0.005414	0.262497	0.000000	0.500000	0.000000	2	0	2300.836670	17.504045	img__0_1597175939105769200.jpg
1597175939282	118.380249	8.729278	0.135881	0.955010	-0.019254	-0.006873	0.295868	0.000000	0.500000	0.000000	2	0	2083.868652	17.199089	img__0_1597175939281031300.jpg
1597175939490	119.785797	9.699951	0.135974	0.943476	-0.020237	-0.008350	0.330717	0.000000	0.500000	0.000000	2	0	1923.256226	16.865492	img__0_1597175939489161500.jpg
1597175939686	121.094116	10.744853	0.136049	0.930431	-0.021023	-0.009808	0.365733	0.000000	0.500000	0.000000	2	0	1802.401123	16.514206	img__0_1597175939685782900.jpg
1597175939890	122.297440	11.857646	0.136109	0.916085	-0.021540	-0.011194	0.400249	1.000000	0.500000	0.000000	2	0	1757.953857	16.154387	img__0_1597175939888963500.jpg
1597175940085	123.390190	13.030829	0.136146	0.900576	-0.021757	-0.012427	0.433976	1.000000	0.000000	0.000000	2	0	2094.077881	15.820644	img__0_1597175940083827100.jpg
1597175940277	124.376221	14.256064	0.136123	0.885182	-0.021487	-0.013151	0.464563	1.000000	0.500000	0.000000	2	0	2654.211182	15.568274	img__0_1597175940275824000.jpg
1597175940470	125.251724	15.535195	0.136053	0.868251	-0.021290	-0.013764	0.495478	1.000000	0.500000	0.000000	0	0	2925.118408	15.421247	img__0_1597175940468874000.jpg
1597175940659	126.021080	16.865957	0.135955	0.849909	-0.020880	-0.014165	0.526326	1.000000	0.500000	0.000000	0	0	2825.083496	15.304049	img__0_1597175940658125400.jpg
1597175940852	126.683090	18.236065	0.136024	0.830659	-0.019920	-0.014894	0.556226	1.000000	0.000000	0.000000	1	0	3080.967529	15.002329	img__0_1597175940851000300.jpg
1597175941040	127.239639	19.614452	0.136101	0.812422	-0.018457	-0.015190	0.582579	1.000000	0.000000	0.000000	1	0	3641.601074	14.655310	img__0_1597175941039292300.jpg
1597175941234	127.706902	20.992968	0.136153	0.798465	-0.016348	-0.014394	0.601648	1.000000	0.500000	0.000000	1	0	4173.963379	14.394464	img__0_1597175941231314300.jpg
1597175941409	128.108047	22.367920	0.136089	0.790389	-0.014071	-0.012875	0.612309	1.000000	0.000000	0.000000	1	0	4660.568848	14.202879	img__0_1597175941408355300.jpg
1597175941602	128.464844	23.737988	0.136029	0.785908	-0.011150	-0.010472	0.618154	1.000000	0.000000	0.000000	1	0	5111.199219	14.078452	img__0_1597175941600798800.jpg
1597175941797	128.799942	25.102949	0.135916	0.784444	-0.008194	-0.007803	0.620096	1.000000	0.500000	0.000000	1	0	5522.479004	14.007777	img__0_1597175941795162000.jpg
1597175941986	129.098862	26.470137	0.135825	0.777766	-0.006682	-0.006416	0.628485	1.000000	0.500000	0.000000	1	0	5899.188965	13.973193	img__0_1597175941985322400.jpg
1597175942190	129.337265	27.845898	0.135750	0.762318	-0.006975	-0.006621	0.647131	1.000000	0.500000	0.000000	1	0	6248.511719	13.957705	img__0_1597175942188765500.jpg
1597175942382	129.503128	29.231787	0.135691	0.741835	-0.008092	-0.007722	0.670489	1.000000	0.500000	0.000000	1	0	6574.803711	13.977614	img__0_1597175942381049900.jpg
1597175942572	129.591400	30.625088	0.135693	0.720048	-0.009115	-0.009130	0.693805	1.000000	0.000000	0.000000	0	0	6544.497559	13.966384	img__0_1597175942570514400.jpg
1597175942769	129.637619	32.019207	0.135633	0.709260	-0.008650	-0.008540	0.704842	1.000000	0.500000	0.000000	2	0	5897.953613	13.903030	img__0_1597175942767711200.jpg
1597175942956	129.641525	33.419434	0.135524	0.702557	-0.008161	-0.007714	0.711539	1.000000	0.500000	0.000000	2	0	5917.678711	14.185299	img__0_1597175942955464200.jpg
1597175943151	129.583679	34.844734	0.135361	0.688571	-0.008481	-0.007574	0.725080	1.000000	0.500000	0.000000	2	0	5953.889648	14.417984	img__0_1597175943150564000.jpg
1597175943331	129.450485	36.288105	0.135290	0.667057	-0.009132	-0.008412	0.744903	1.000000	0.000000	0.000000	2	0	5984.006348	14.676803	img__0_1597175943329753400.jpg
1597175943521	129.260254	37.752861	0.135206	0.650690	-0.009103	-0.008200	0.759244	1.000000	0.000000	0.000000	2	0	6002.047852	14.959205	img__0_1597175943519729800.jpg
1597175943711	129.039322	39.242538	0.135150	0.646084	-0.008112	-0.006863	0.763192	1.000000	0.500000	0.000000	2	0	6022.604980	15.250231	img__0_1597175943709821100.jpg
1597175943907	128.779327	40.753994	0.135108	0.640778	-0.007329	-0.005890	0.767668	1.000000	0.500000	0.000000	2	0	6060.119141	15.503031	img__0_1597175943905672700.jpg
1597175944099	128.458893	42.277901	0.135122	0.625491	-0.007355	-0.006350	0.780171	1.000000	0.500000	0.000000	2	0	6111.875000	15.725667	img__0_1597175944098108300.jpg
1597175944296	128.059219	43.805290	0.135122	0.601640	-0.008202	-0.007952	0.798685	1.000000	0.500000	0.000000	2	0	6164.689453	15.933904	img__0_1597175944294844400.jpg
1597175944491	127.570053	45.327637	0.135136	0.574062	-0.009245	-0.010169	0.818697	1.000000	0.500000	0.000000	0	0	6327.561035	16.126635	img__0_1597175944490385900.jpg
1597175944672	126.986137	46.826618	0.135292	0.544806	-0.009782	-0.012850	0.838406	1.000000	0.500000	0.000000	0	0	6111.167480	16.042513	img__0_1597175944671649200.jpg
1597175944859	126.309929	48.275505	0.135435	0.513789	-0.010054	-0.015395	0.857719	1.000000	0.500000	0.000000	3	0	5442.703613	16.034119	img__0_1597175944857913300.jpg
1597175945061	125.530693	49.683445	0.135321	0.482099	-0.010780	-0.017195	0.875882	0.000000	0.500000	0.000000	3	0	4950.447266	16.214233	img__0_1597175945060198300.jpg
1597175945264	124.646629	51.047459	0.135304	0.450685	-0.010885	-0.018795	0.892419	1.000000	0.000000	0.000000	3	0	3890.661377	16.356222	img__0_1597175945263671900.jpg
1597175945456	123.678314	52.371872	0.135324	0.427140	-0.010259	-0.018628	0.903935	1.000000	0.000000	0.000000	3	0	3571.819092	16.501690	img__0_1597175945455074600.jpg
1597175945635	122.653671	53.672031	0.135322	0.418512	-0.009057	-0.016572	0.908015	1.000000	0.000000	0.000000	3	0	3703.032227	16.651457	img__0_1597175945634146900.jpg
1597175945818	121.584557	54.955723	0.135304	0.415429	-0.007636	-0.013626	0.909491	1.000000	0.500000	0.000000	3	0	3820.073975	16.808990	img__0_1597175945817525600.jpg
1597175946016	120.469559	56.219208	0.135290	0.405637	-0.006450	-0.011522	0.913939	1.000000	0.500000	0.000000	3	0	3934.829346	16.945335	img__0_1597175946015106200.jpg
1597175946215	119.294548	57.444168	0.135298	0.382868	-0.005970	-0.011444	0.923713	1.000000	0.500000	0.000000	3	0	4042.828857	17.063108	img__0_1597175946214016000.jpg
1597175946407	118.050240	58.615768	0.135301	0.351883	-0.006028	-0.012866	0.935936	1.000000	0.500000	0.000000	3	0	4139.476563	17.173588	img__0_1597175946405779200.jpg
1597175946590	116.731934	59.720085	0.135303	0.317605	-0.006252	-0.015135	0.948082	1.000000	0.500000	0.000000	3	0	4230.850098	17.266718	img__0_1597175946589031900.jpg
1597175946780	115.338692	60.743652	0.135310	0.281964	-0.006368	-0.017673	0.959241	1.000000	0.500000	0.000000	3	0	4318.057129	17.345978	img__0_1597175946779302400.jpg
1597175946968	113.873062	61.675293	0.135321	0.245760	-0.006250	-0.020063	0.969103	1.000000	0.500000	0.000000	3	0	4400.885742	17.416538	img__0_1597175946967512300.jpg
1597175947171	112.339828	62.505886	0.135332	0.209342	-0.005882	-0.022105	0.977575	1.000000	0.500000	0.000000	3	0	4478.935059	17.482702	img__0_1597175947170537600.jpg
1597175947365	110.745300	63.228035	0.135341	0.172851	-0.005302	-0.023739	0.984648	1.000000	0.500000	0.000000	3	0	4551.967773	17.547441	img__0_1597175947364506200.jpg
1597175947552	109.096764	63.835762	0.135348	0.136337	-0.004563	-0.024986	0.990337	1.000000	0.500000	0.000000	3	0	4619.981934	17.612535	img__0_1597175947550695400.jpg
1597175947738	107.402206	64.324287	0.135352	0.099809	-0.003716	-0.025902	0.994663	1.000000	0.500000	0.000000	3	0	4683.186035	17.678854	img__0_1597175947737579900.jpg
1597175947919	105.670082	64.689850	0.135352	0.063270	-0.002797	-0.026552	0.997639	1.000000	0.500000	0.000000	3	0	4741.931641	17.746660	img__0_1597175947918038400.jpg
1597175948122	103.907631	64.937340	0.135339	0.029889	-0.002034	-0.026423	0.999202	1.000000	0.000000	0.000000	3	0	4764.722656	17.898268	img__0_1597175948121446700.jpg
